NT_GER;NT_FG;NT_CE;NO_IES;CO_IES_enade;NO_CURSO;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;CO_CATEGAD_DESC;SG_UF_IES;NO_REGIAO_IES;TP_ORGANIZACAO_ACADEMICA_ies_mec;QE_I08_DESC;QE_I04;QE_I05;QE_I17;CO_MODALIDADE;CO_TURNO_GRADUACAO
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO PARANÁ;571;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Federal;PR;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;FACULDADE ESTÁCIO DE FEIRA DE SANTANA;13783;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE ESTÁCIO DE FEIRA DE SANTANA;13783;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;4
28;28,9;27,7;UNIVERSIDADE FEDERAL DO PARÁ;569;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Federal;PA;Norte;1.0;Até 1,5 s.m.;A;B;A;1;3
49,5;19,3;59,5;UNIVERSIDADE PARANAENSE;437;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;De 1,5 a 3 s.m.;B;C;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE SÃO PAULO;591;Radiologia;Radiologia;Saúde e bem-estar;Pública Federal;SP;Sudeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;Centro Universitário Dinâmica das Cataratas;1396;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;B;A;1;4
42,2;53,7;38,3;CENTRO UNIVERSITÁRIO MARIA MILZA;2474;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Até 1,5 s.m.;B;B;A;1;3
19,2;26,6;16,7;Faculdade ALFAUNIPAC de Almenara;3756;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
33,8;60,1;25;Centro Universitário Toledo Wyden;1418;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;FACULDADES INTEGRADAS DE TRÊS LAGOAS;1038;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;MS;Centro-Oeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Faculdade UniBRAS Juazeiro;3365;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Faculdade Estácio de Pimenta Bueno;1403;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE MINAS GERAIS;575;Radiologia;Radiologia;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE ITAITUBA;2079;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;518;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;518;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE TECNOLOGIA EM SAÚDE;14969;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
24,7;25,1;24,6;CENTRO UNIVERSITÁRIO PADRE ALBINO;5215;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;C;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA;5671;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA;5671;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL;13792;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;3.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL;13792;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;3.0;De 1,5 a 3 s.m.;B;B;A;1;4
29,8;29,5;28,9;INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL;13792;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO RIO DOS SINOS;14;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;1;2
31,8;21,6;35,2;UNIVERSIDADE DO VALE DO RIO DOS SINOS;14;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;32;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;AL;Nordeste;1.0;Não Informado;A;B;A;1;3
25,3;19,3;27,3;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO CEARÁ;583;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Federal;CE;Nordeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;472;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
25,3;43,4;19,3;FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA;3669;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Até 1,5 s.m.;A;B;A;1;4
21,8;17,4;23,3;FACULDADE IRECÊ;15504;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE SANTA CATARINA;585;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Federal;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;FACULDADE ESTÁCIO DE CASTANHAL;4915;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;4
35,2;58,4;27,4;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;694;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;MS;Centro-Oeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM;4522;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
53,3;57,9;51,8;CENTRO UNIVERSITÁRIO CHRISTUS;1895;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
52,8;42,5;56,2;CENTRO UNIVERSITÁRIO CHRISTUS;1895;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;Centro Universitário Multiversa do Jaguaribe- UNIJAGUARIBE;1350;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Faculdade Estácio de Carapicuíba;4169;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;4
39,8;30,9;42,7;CENTRO UNIVERSITÁRIO BRASILEIRO;4702;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Até 1,5 s.m.;B;B;A;1;1
40,5;37,6;41,4;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;2564;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;PB;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE JUAZEIRO DO NORTE;2593;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE JAGUARIÚNA;1490;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DO LITORAL SUL PAULISTA;1898;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE BRASÍLIA;402;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;3
29,4;30,2;29,1;CENTRO UNIVERSITÁRIO MAX PLANCK;2123;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
43,4;28,9;48,2;FACULDADES INTEGRADAS DE TAQUARA;5285;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Faculdade Estácio de Carapicuíba;4169;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Faculdade Estácio de Carapicuíba;4169;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE SANTA MARCELINA;434;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;B;A;A;1;3
29,8;29,5;28,9;FACULDADE DE SÃO LOURENÇO;828;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Sudoeste Paulista;1317;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário FADERGS;2950;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;1547;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;3.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE BRASÍLIA;2;Farmácia;Farmácia;Saúde e bem-estar;Pública Federal;DF;Centro-Oeste;1.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO ITAJAÍ;83;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;1672;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE GOIÁS;47;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;GO;Centro-Oeste;1.0;Até 1,5 s.m.;B;A;A;1;3
29,8;29,5;28,9;Centro Universitário do Rio São Francisco Unirios;2222;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;4
12;24,4;7,8;CENTRO UNIVERSITÁRIO DE PATOS;3304;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PB;Nordeste;2.0;Até 1,5 s.m.;B;A;A;1;4
15,2;21,6;13;UNIVERSIDADE ESTADUAL DE GOIÁS;47;Farmácia;Farmácia;Saúde e bem-estar;Pública Estadual;GO;Centro-Oeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;1672;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;PA;Norte;3.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;UNIVERSIDADE POSITIVO;1042;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE RIO PRETO;146;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
41;41;41;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;673;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;MS;Centro-Oeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,5;21,6;32,1;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO;626;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;4
48,3;44,8;49,5;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;688;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;BA;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;3
27,6;37,4;24,3;CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL;1356;Fisioterapia;Fisioterapia;Saúde e bem-estar;Especial;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;1547;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE METROPOLITANA DA GRANDE RECIFE;1675;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;PE;Nordeste;3.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;FACULDADE SANTA RITA DE CÁSSIA;3020;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;GO;Centro-Oeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO RIO DOS SINOS;14;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;137;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
37,8;49;34,1;CENTRO UNIVERSITÁRIO BRASILEIRO;4702;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA;2918;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Até 1,5 s.m.;A;A;A;1;4
33,6;48,4;28,7;FACULDADE RAIMUNDO MARINHO;5228;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;3.0;Até 1,5 s.m.;B;C;A;1;4
29,8;29,5;28,9;Centro Universitário Fibra;2426;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Centro Universitário Fibra;2426;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;482;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Não Informado;A;B;A;1;1
21,1;21,8;20,9;CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES;1084;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;1446;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;Centro Universitário - Católica de Santa Catarina em Joinville;17138;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;SC;Sul;2.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;Centro Universitário - Católica de Santa Catarina em Joinville;17138;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;SC;Sul;2.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE TAUBATÉ;665;Enfermagem;Enfermagem;Saúde e bem-estar;Especial;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;Centro Universitário CEUNI - FAMETRO;2147;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada com fins lucrativos;AM;Norte;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;FACULDADE PERUIBE;4185;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;277;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
36,3;41,1;34,7;Centro Universitário FMABC;224;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;1809;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;PE;Nordeste;4.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
28,1;44,8;22,5;Centro Universitário Fibra;2426;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO FACOL;1697;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;PE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
32,4;43,5;28,7;CENTRO UNIVERSITÁRIO FACOL;1697;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;PE;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA;4037;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;FACULDADE GUARAÍ;3363;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;TO;Norte;3.0;Não Informado;A;B;A;1;4
31,3;18,9;35,4;CENTRO UNIVERSITÁRIO VALE DO CRICARÉ;1514;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;ES;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;1
47,3;49,8;46,5;UNIVERSIDADE DO OESTE PAULISTA;271;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;D;A;1;3
29,8;29,5;28,9;FACULDADE DE TECNOLOGIA DE BOTUCATU;4020;Radiologia;Radiologia;Saúde e bem-estar;Pública Estadual;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
21,2;25,1;19,9;FACULDADES INTEGRADAS MARIA IMACULADA;734;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;518;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE SÃO SEBASTIÃO;2814;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário CEUNI - FAMETRO;2147;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;AM;Norte;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;FACULDADE UNINASSAU VILHENA;11645;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE UNINASSAU VILHENA;11645;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Estácio do Pantanal;2961;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;693;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;RJ;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;2
41,3;23,7;47,1;UNIVERSIDADE DO PLANALTO CATARINENSE;1189;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
23;25,1;22,3;Faculdade UNIGUAÇU;1500;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;3.0;Até 1,5 s.m.;A;A;A;1;4
27,5;49,9;20;CENTRO UNIVERSITÁRIO DE PATOS;3304;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;PB;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS;3279;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;MG;Sudeste;4.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE RORAIMA;789;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;RR;Norte;1.0;Até 1,5 s.m.;A;B;A;1;3
18;36,6;11,8;Centro Universitário Católico Ítalo Brasileiro;206;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ANHEMBI MORUMBI;466;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;1270;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
39,4;64,3;31,1;CENTRO UNIVERSITÁRIO FAMINAS;1913;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;15497;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;CE;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURICIO DE NASSAU DE ARACAJU;4121;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;SE;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ATENEU;2497;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Não Informado;A;B;A;1;1
